"id","title","body","leading","slug","type","status","user_id","image_id","parent_id","lat","lng","rate","search_body","published_at","deleted_at","created_at","updated_at"
1322,"Googleの危うさと広告の本質:コラム - CNET Japan","<blockquote>元来、広告というものは有限であり希少性があるからこそユーザーにとって価値があるのです。また広告掲載箇所は、“広告である”とユーザーから認められ、その上で広告主にとっても広告効果が高いものなのです</blockquote><p><span style=""background-color: rgb(255, 255, 255); font-family: &quot;Helvetica Neue&quot;, Helvetica, 游ゴシック体, &quot;Yu Gothic&quot;, YuGothic, sans-serif;"">割とするどい指摘だと思うし、あながち間違いではない気もするけど、文章からGoogleへの嫉妬心が滲み出すぎ。</span></p><p>http://japan.cnet.com/column/netad/story/0,3800075540,20368039,00.htm?ref=rss</p>","","google_cnet_japan","archive","published",24,NULL,NULL,NULL,NULL,NULL,NULL,"2008-02-26 03:42:44",NULL,"2008-02-26 03:42:44","2019-05-31 23:51:36"
1324,"TechCrunch Japanese アーカイブ 〜 Stage6閉鎖の裏にシリアス・ドラマと愚行の数々","<p>凄いな…。の一言。</p>

<p>http://jp.techcrunch.com/archives/serious-drama-and-lots-of-stupidity-behind-stage6-shutdown/</p>",NULL,"techcrunch_japanese_stage6","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-02-27 05:51:07",NULL,"2008-02-27 05:51:07","2019-05-31 23:51:36"
1325,"RichApps","<blockquote>FLV動画を無劣化で編集できるソフト「RichFLV」v4.0 Betaが、26日に公開された。Widnowsに対応するフリーソフトで、編集部にてWindows XP/Vistaで動作確認した。現在作者のホームページからダウンロードできる。なお、動作には「Adobe AIR」v1.0が必要。</blockquote><p>■窓の杜記事<br>http://www.forest.impress.co.jp/article/2008/02/27/richflv.html</p><p>Adobe AIRを使ったアプリケーションでflvをそのまま加工可能なRichApps。Adobe AIRのアプリ初めて使ってみたけど…す、凄すぎる…。この興奮を誰かに訴えたいが、周りに分かってくれそうな人が居らんぞ！</p>

<p>これでとりあえず私がMADを作る環境は完全に整った…！
<br>なーにから、はじめようかなーvvv</p>

<p>http://www.richapps.de/</p>","","richapps","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-02-28 02:14:35",NULL,"2008-02-28 02:14:35","2019-05-31 23:51:36"
1328,"開発者タイプ別「Adobe AIR」の始め方 - ＠IT","<p>先日発表された「Adobe AIR」の概要。</p>

<p>フラッシャーにも、Ajaxバリバリのインターフェイスデザイナーにも、門戸が開いている印象で、ちょっと期待してしまうんですが、ランタイムが普及するのはいつになるのか、それだけが不安。Silverlightもあるしなあ…。</p>

<p>http://www.atmarkit.co.jp/news/200802/27/air.html</p>",NULL,"adobe_air_it","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-02-28 07:26:21",NULL,"2008-02-28 07:26:21","2019-05-31 23:51:36"
1332,"2008-02-27 - reponの日記","<blockquote>おかしいな。みんな終電で帰っているんじゃないのか？帰り道、独りでビールを飲んでいるんじゃないのか？</blockquote><p>dankogaiさんも巻き込んだロスジェネ議論。 <br>これは極めつけ。<br>かなし杉。</p><p>http://d.hatena.ne.jp/repon/20080227#1204119760</p>","","2008_02_27_repon","archive","published",24,NULL,NULL,NULL,NULL,NULL,NULL,"2008-02-28 11:39:32",NULL,"2008-02-28 11:39:32","2019-05-31 23:51:37"
1334,"YouTube - モンティ・パイソンの有名なスパムのスケッチ","<p>モンティ・パイソンの有名なスパムのスケッチ（日本語字幕付）ですが、コメント欄もスパムだらけで笑った…。</p>

<p>http://jp.youtube.com/watch?v=XZ6N5m8FpVg</p>",NULL,"youtube-5d1a7cc9-6d38-417b-9518-50b3d9509a2b","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-02-28 17:52:52",NULL,"2008-02-28 17:52:52","2019-05-31 23:51:37"
1335,"Digital Artists' Handbook","<p>デジタルな手法で創作活動を行うアーティストのハンドブック。音楽関連、ちょっと読んだだけですが、面白そう。</p>

<p>http://www.digitalartistshandbook.org/</p>",NULL,"digital_artists_handbook","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-02-28 18:53:28",NULL,"2008-02-28 18:53:28","2019-05-31 23:51:37"
1337,"スレイヤーズが完全新作テレビアニメ化決定、キャスト変更は無し - GIGAZINE","<p>おいおいおい！！</p>

<p>最近、ニコニコで「テレ東18時台アニメOPメドレー(1996年?1999年)」をBGMにして仕事してたりする私ですが…。
<br />そう、ターゲットは私みたいな人間でしょう。スレイヤーズが新シリーズ制作決定！</p>

<p>声優陣はキャスト変更ナシ！！林原！
<br />制作はJ.C.STAFF！
<br />少女革命ウテナ作ったところです。</p>

<p>その昔、シリーズの後半では作画崩壊だった本作。（今でも、アメリアとリナの謎のアイドルシーンは覚えています）今度こそ最後まで頑張ってほしいです。当時からアニメーションの技術も進化してるので、その辺も非常に楽しみ。</p>

<p>■テレ東18時台アニメOPメドレー(1996年?1999年)
<br />http://www.nicovideo.jp/watch/sm2009190</p>

<p>http://gigazine.net/index.php?/news/comments/20080228_slayers_anime/</p>","","gigazine-e67ff656-2c51-4a26-bced-bf3c4ad00945","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-02-29 05:36:28",NULL,"2008-02-29 05:36:28","2019-05-31 23:51:37"
1340,"NATIVE INSTRUMENTS : Products : Komplete / Bundles : Komplete 5","<p>KOMPAKTからKOMPLETE5にアップグレード可能になった。
<br />なんでKOMPLETEからしかアップグレードできないのか不満だったんだよね。
<br />アップグレードしちゃおうかな。</p>

<p>http://www.native-instruments.com/index.php?id=komplete5&amp;L=5</p>",NULL,"native_instruments_products_komplete_bundles_komplete_5","archive","published",24,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-02 09:25:07",NULL,"2008-03-02 09:25:07","2019-05-31 23:51:37"
1342,"ナタリー - 高橋幸宏率いる新バンドのボーカルに原田知世が加入","<blockquote>高橋幸宏、高野寛、高田漣、堀江博久、権藤知彦（anonymass）によって結成された新バンドに、ボーカルとして原田知世が加入したことが発表された。</blockquote><p>けしからん</p><p>http://natalie.mu/news/show/id/5843</p>","","c64ed8d9-cecb-4ce5-b9e9-65b3d622955a","archive","published",24,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-04 01:55:56",NULL,"2008-03-04 01:55:56","2019-05-31 23:51:37"
1344,"YouTube - nontroppo(ノントロッポ) - ナイトオブトロピカリア@ハイコレ東京 - GOODMAN","<p><a href=""http://www.rippingyard.com/entry.php?entry_id=581"">ボギーさんのloftの連載</a>も先日面白おかしく実弟オクムラユウスケ氏にバトンが渡って益々うれしいわけですが。</p>

<p>nontroppoの動画がこの度YOUTUBEに大量にアップされました。
<br />撮ったの、やっぱりお母さんですかね？。笑
<br />このハイコレ東京はもちろん居たので、恐らく踊ってる一人です。</p>

<p>あと、先日、ワルツエレジーの小柳さんとボギーさんの「SHINJI&amp;BOGEY ふたりのビッグショー！！」のライブもYOUTUBEに。凄いことになってる…。</p>

<p>■中でも、伝説の「襟裳岬」！！！！！これ好きなんだ！
<br />http://jp.youtube.com/watch?v=yMvojNm6Mkk</p>

<p>■ヨコチンレーベルYOUTUBEチャンネル
<br />http://jp.youtube.com/user/NONTROPPO8</p>

<p>あー、文明（YOUTUBE）ってすばらしい。</p>

<p>http://jp.youtube.com/watch?v=ib3VeJPNJNY</p>",NULL,"youtube_nontroppo_goodman","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-04 05:52:13",NULL,"2008-03-04 05:52:13","2019-05-31 23:51:37"
1346,"映画『ダージリン急行』公式サイト","<p>『ダージリン急行』の公式サイトが可愛すぎる…。</p>

<p>こういうサイトは、もはやタイムラインを恐らく使っていないのだろう…。こんだけ動作が軽いのを見ると…。どうやって動画の素材をあんなに盛り込んでいるのか凄く知りたいです。</p>

<p>勉強せねば。</p>

<p>ウェス・アンダーソンの新作。
<br />『ロイヤル・テネンバウムズ』が大好きなので、見たい。</p>

<p>http://microsites2.foxinternational.com/jp/darjeeling/</p>",NULL,"140a69bb-3da9-4179-8e36-09c4a034741c","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-05 04:51:20",NULL,"2008-03-05 04:51:20","2019-05-31 23:51:37"
1347,"オクムラユウスケコラム『オクムラユウスケの超・個人情報』 (LOFT)","<p>nontroppoのボギーさんの次はオクムラさん！</p><blockquote>わずか１５分ほどで作ったその曲のタイトルは『SOS UFO』。
<br>曲の内容は、“日々の暮らしに嫌気がさした子供達が宇宙人と交信してUFOに乗って地球から脱出する”というもの。</blockquote><p>『SOS UFO』！！！！！ <br>ああ、一番好きな曲がそんな転機の曲だったとは…！！</p>

<p>■UFOｼﾞｬﾝﾎﾞﾘｰ(異化!)その2 2007/7/29 オクムラユウスケ</p><p>http://jp.youtube.com/watch?v=C2Fo2lmMwjA</p>

<p>■loftのバトンコラム
<br>http://shinjukuloft.com/blog/top/archives/cat_sp.php
<br>過去にさかのぼるとかなり豪華なことに気が付いた。
<br>リスト化したい…。</p><p>http://blog.shinjukuloft.com/200803/05-1235.php</p>","","loft-ec79f3b1-fecc-40b1-9458-9101ea1d2588","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-05 05:19:11",NULL,"2008-03-05 05:19:11","2019-05-31 23:51:37"
1348,"「Dungeons & Dragons」のG・ガイギャックス氏、死去 - CNET Japan","<p>あの「D&amp;D」のゲイリー・ガイギャックスが死去。感慨深いなあ…。</p>

<p>ゲームのクリエイターとゲームの関係性について、とても興味があります。クリエイターの去ったゲームは、以前と同様、ゲームの体裁を保ち続けるのは何故か。そこから零れ落ちているものは何か。</p>

<p>http://japan.cnet.com/news/tech/story/0,2000056025,20368771,00.htm</p>","","dungeons_amp_dragons_g_cnet_japan","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-05 08:13:26",NULL,"2008-03-05 08:13:26","2019-05-31 23:51:37"
1353,"かしゆかより志ん生の方がかわいいよ - 空中キャンプ","<blockquote>Perfumeには、「髪のみじかい子」「ストレートのロング」「いつもかっぽう着の子」の三人がいることをわたしは知っていたが、</blockquote><p>「いつもかっぽう着の子」！！！！！！！！テキストフュージョン！！！！！！！</p><p>http://d.hatena.ne.jp/zoot32/20080306#p1</p>","","6491aa66-9fbe-4889-9cd8-61001458ae59","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-06 07:22:25",NULL,"2008-03-06 07:22:25","2019-05-31 23:51:37"
1357,"ギャル発祥の地、渋谷に『新種ギャル』が登場 - ザイーガ","<p>なんだよこれ！秀逸な画像だなあ…。</p>

<p>http://www.zaeega.com/archives/50480207.html</p>",NULL,"34fa69b7-70a4-4964-bad7-5843097a526a","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-06 07:35:50",NULL,"2008-03-06 07:35:50","2019-05-31 23:51:37"
1359,"小学館「小学一年生」発売中","<p>買う。</p>

<p>http://sho1.jp/sho1/index.html</p>",NULL,"1828e346-fba4-43a4-85ee-93ab9efbc09a","archive","published",24,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-07 04:03:07",NULL,"2008-03-07 04:03:07","2019-05-31 23:51:37"
1360,"analog audio tape cassette nostalgia - tapedeck.org","<p>えーと。
<br />昨日、カセットに向き合ってたのですが。</p>

<p>このサイト、超かわいい。
<br />かつ、貴重。</p>

<p>http://www.tapedeck.org/</p>",NULL,"analog_audio_tape_cassette_nostalgia_tapedeck_org","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-07 06:37:45",NULL,"2008-03-07 06:37:45","2019-05-31 23:51:37"
1362,"Hobnox Audio - 音楽方丈記","<p>「新しいオンライン音楽制作サービスが近々登場か？」というタイトルで、<a href=""http://www.hobnox.com/"" target=""_blank"">hobnox</a>というサイトのベータ版が始まったというニュース。</p>

<p>オンラインで音楽制作…と言っても、やはりインフラに不安があって、あまり期待できないでいたのですが、この画像はヤバいね！制作者はAS3で、ソフトウェアシンセの実験制作を行っていた人みたいっす。</p>

<p>http://sothis.blog.so-net.ne.jp/2008-02-23</p>",NULL,"hobnox_audio","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-07 11:30:07",NULL,"2008-03-07 11:30:07","2019-05-31 23:51:37"
1364,"TechCrunch Japanese アーカイブ 〜 LiveUniverse、Stage6買収に動く","<blockquote>LiveUniverseはあのサイトについて僕らが知らない何かを知ってるのだろうか？　それでなかったら彼らは大きなリスクを背負い込むことになる。</blockquote><p><a href=""http://www.rippingyard.com/entry.php?entry_id=613"" style=""background-color: rgb(255, 255, 255);"">この記事</a>の続編です。 <br>もう、泥沼。</p><p>このストーリーは追いかけたい。</p><p>（だから、画像にアスマが…）</p><p>http://jp.techcrunch.com/archives/liveuniverse-trying-to-acquire-stage6-from-divx-2/</p>","","techcrunch_japanese_liveuniverse_stage6","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-08 17:00:02",NULL,"2008-03-08 17:00:02","2019-05-31 23:51:37"
1365,"マリオの視線","<p>おー、これは素晴らしい画像！2Dの可笑しさをそのまま描くストイックさには欠けるが、情感たっぷりに描いているその姿勢がたまらんね。こういうの、もっとあっても良いね。via.<a href=""http://www.ideaxidea.com/archives/2008/03/post_413.html"" target=""_blank"">idea*idea</a></p>

<p>http://www.ukimagehost.com/uploads/385929e955.jpg</p>",NULL,"7badc037-5928-4b02-a809-37fac62be08a","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-09 18:24:38",NULL,"2008-03-09 18:24:38","2019-05-31 23:51:37"
1366,"Wii「エレビッツ」の続編がプラットフォームをDSに","<p>なんかちょっと残念なニュース。そうか、海外でもスマッシュヒットしなかったか…。しかし、神ゲーなんだけどなあ…。Wiiで出てたら、今度は発売日に予約して買ってた。</p>

<p>しかし、ゲーム性考えても、DSでは完全移植不可能だろうなあ。単純なシューティングになってしまうだろうから、それは非常に残念。それともなんらかの仕掛けを施してくるのか。</p>

<p>http://segafan.blog62.fc2.com/blog-entry-5413.html</p>",NULL,"wii_ds","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-11 07:11:03",NULL,"2008-03-11 07:11:03","2019-05-31 23:51:37"
1369,"日英対決！PingMagの机プロジェクト","<p>俺の机、このPingmagデスクに似てる…。</p>

<p>というのは置いておいて、先日のPingMag机プロジェクト。デザイナーの仕事場を見て、その汚さを拝見するのは、この上ないヨロコビ（NO MORE 佐藤可士和！）。一番のお気に入りはHudson-Powellの机だな。</p>

<p>http://pingmag.jp/J/2008/03/07/desk-project/</p>",NULL,"pingmag-3597d18e-51e2-42a6-bfcf-850698d9e390","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-11 07:58:30",NULL,"2008-03-11 07:58:30","2019-05-31 23:51:37"
1370,"nhhmbase、3ヶ月連続自主企画開催！4月はVampillia with ツジコノリコ、竹村延和が登場 -musicニュース：CINRA.NET","<blockquote>■nhhmbase presents 11『空欄に千とするコスモス』
<br>2008年4月11日（土）OPEN 18:30 / START 19:30
<br>会場：渋谷O-nest
<br>料金：前売2,300円　当日2,500円（ともにドリンク別）
<br>出演：nhhmbase、Vampillia with ツジコノリコ、アセンブラ（竹村延和＋α）</blockquote><blockquote>■nhhmbase presents 12『空欄に千とするコスモス』
<br>2008年5月17日（土）
<br>会場：渋谷O-nest
<br>出演：nhhmbase、54-71、and more...
<br>※詳細後日発表</blockquote><blockquote>■nhhmbase presents 13『空欄に千とするコスモス』
<br>2008年6月21日（土）
<br>会場：渋谷O-nest
<br>出演：nhhmbase、にせんねんもんだい、and more...
<br>※詳細後日発表</blockquote><p>んー楽しそう。<br>これは行きたいなぁ。</p><p>ライブはメモっとかないと忘れる。</p><p>http://www.cinra.net/news/2008/03/11/155029.php</p>","","nhhmbase_3_4_vampillia_with_music_cinra_net","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-11 08:28:58",NULL,"2008-03-11 08:28:58","2019-05-31 23:51:37"
1372,"気になるイベント備忘録","<p>とりあえず5月の連休の円盤ジャンボリーは行きますけど。
<br>近々の気になるイベントをまとめておこう。</p><blockquote>3/27(木) 高円寺20000v
<br>dada sunshine/DEEP FREEZE MANIA/ねじ式(Fkuoka)
<br>OPEN18:00/START18:30
<br>adv.1300/door.1600</blockquote><blockquote>3/28(金) 新宿Motion
<br>オカープー / 空中ループ(京都) / 三匹 / ねじ式(福岡) / The606 / hkstyle
<br>OPEN18:00/START18:30
<br>adv.2,000/door.2,300</blockquote><blockquote>3/29(土) 秋葉原club GOODMAN
<br>グリンゴ / ソコラノグループ / カモレ / ねじ式(福岡) / SOOOTY
<br>OPEN18:00/START18:30
<br>adv.2,000/door.2,300</blockquote><blockquote>4月12日（土）目黒鹿鳴館　『きちきちきちろー企画』
<br>オイラ先輩 / 獣使い（京都） / 百蚊（福岡） / 組織暴力幼稚園 / ATS（アフター・ザ・スラッヂ）</blockquote><p>以下は行けないけど、とても行きたい。 <br>福岡のフリーイベント総決起！豪華ーー。</p><blockquote>4月20日（日） ベイサイドプレイス博多ふ頭・特設野外ステージ 『420総決起集会』
<br>[ BAND STAGE ]のうしんとう （from 名古屋） /uhnellys （from 東京） /嘘つきバービー （from 佐世保） /accidents in too large field /SKA★ROCKETS /百蚊 /folk enough /ガロリンズ /nontroppo
<br>[ FIELD STAGE ]イルリメ （from 東京） /BAO BAB （from 大分） /モノラルセンス /とんちピクルス /オクムラユウスケ /風神雷神 /MOTH</blockquote>","","b06661a7-8b1e-4c05-bd23-35bb905ef773","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-11 09:09:33",NULL,"2008-03-11 09:09:33","2019-05-31 23:51:37"
1374,"The Secrets Of Grunge Design - Smashing Magazine","<p>みんな大好きSmashing Magazineの本日の記事は、「グランジデザインの秘密」。トレンドは、手書きの文字や、破いた紙、ドッグイアーに、クリップですから、デザイナー諸君は猛烈に真似するべし！…って、もう大分定番の手法ですね。</p>

<p>それにしても、面白格好良いポートフォリオが沢山観れて、勉強になります！</p>

<p>http://www.smashingmagazine.com/2008/03/11/the-secrets-of-grunge-design/</p>",NULL,"the_secrets_of_grunge_design_smashing_magazine","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-11 13:54:11",NULL,"2008-03-11 13:54:11","2019-05-31 23:51:37"
1375,"つくろう！逆転裁判","<p>すげー！逆転裁判エディター＋共有計画が！ちょっとやりたい！</p>

<p>http://editor.pc-saiban.jp/index.html</p>",NULL,"d5539dba-ccbb-423d-a993-13b9a97d674c","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-11 14:32:33",NULL,"2008-03-11 14:32:33","2019-05-31 23:51:37"
1378,"Amazonのすごいアクセス解析サービス - ぼくはまちちゃん！(Hatena)","<blockquote><p>これって、いま話題になっているのは、誰かのメールアドレスを手がかりにしてウィッシュリストや本名、下手すると住所まで知られてしまうってところだよね。
</p>それだけでも面白いんだけど、あまり注目されていない機能として、こんなものがあったよ。</blockquote><p>リンク先注目…。 <br>…これは、どう考えても、やばすぎるだろ…。</p><p>http://d.hatena.ne.jp/Hamachiya2/20080312/amazon</p>","","amazon_hatena","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-12 07:07:15",NULL,"2008-03-12 07:07:15","2019-05-31 23:51:37"
1379,"ディズニーが、今度は「初音ミク」をパクる","<p>こんな程度でパクりとか言われてたら適わんわ、また過剰反応かよ…とか思ってたら、全体的にそんなムードに落ち着いて笑った。</p>

<p>でも、『アトランティス』はねえよな…。</p>

<p>http://www.geocities.co.jp/SilkRoad-Ocean/9219/atlantis.htm</p>

<p>http://www.kajisoku.org/archives-0/eid1935.html</p>",NULL,"d90138db-f41b-4e73-9e1d-b8c49846b69e","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-12 08:43:36",NULL,"2008-03-12 08:43:36","2019-05-31 23:51:37"
1381,"『28週後…』","<p>ゾンビ映画の新たなマスターピースとして、宇多丸師匠が激推ししてた『28週後…』。隔離された社会がゾンビウィルスに侵されていく状況を描くことで、現代バビロンシステムの矛盾を炙り出すという、良質のゾンビ映画には欠かせない社会批判を込めた作品になっているとのこと。</p>

<p>http://www.amazon.co.jp/28%E9%80%B1%E5%BE%8C-%E7%89%B9%E5%88%A5%E7%B7%A8-DVD-%E3%83%95%E3%82%A1%E3%83%B3%E3%83%BB%E3%82%AB%E3%83%AB%E3%83%AD%E3%82%B9%E3%83%BB%E3%83%95%E3%83%AC%E3%82%B9%E3%83%8A%E3%83%87%E3%82%A3%E3%83%BC%E3%82%B8%E3%83%A7/dp/B003N159I6/ref=sr_1_4?ie=UTF8&amp;s=dvd&amp;qid=1285778122&amp;sr=8-4</p>

<p>とても観たいです。</p>

<p>http://movies.foxjapan.com/28weekslater/</p>",NULL,28,"archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-13 10:27:12",NULL,"2008-03-13 10:27:12","2019-05-31 23:51:37"
1383,"Vampire Weekend - A-Punk","<p><a href=""http://www2.plala.or.jp/wasteofpops/"" target=""_blank"">waste of pops</a>経由で、これはいいものを見た。Vampire WeekendのPV。ちょっとエスニックなテイストも入ったパンクバンドなんだけど、PVのこのアイディアはツボ。今年に入って、一番グッと来たPVになりました（08.03.14現在）。</p>

<p>XL Recordingsだってよ！やるねー。</p>

<p>http://www.youtube.com/watch?v=_XC2mqcMMGQ</p><p>https://www.amazon.co.jp/Vampire-Weekend/dp/B0010V4TZU/ref=sr_1_4?ie=UTF8&amp;qid=1487857828&amp;sr=8-4&amp;keywords=Vampire+Weekend<br></p>","","vampire_weekend_a_punk","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-13 16:53:52",NULL,"2008-03-13 16:53:52","2019-05-31 23:51:37"
1386,"スティーブ・マッツイーンの「もう売れてもいいよね？」","<p>坂道コロコロ〜鼻エンジンの松丘さんがソニーを離れる事に。今回はご自身で決めた事とは言え、神は、この人に試練を与え過ぎだよ！</p>

<p>坂コロ時代は全然好きじゃなかった松丘さん、鼻エンジンでのボケっぷりに完全にやられてしまい、僕の中では格好イイ芸人の仲間入りを果たしたので、是非良い相方を見つけて、また返り咲いて欲しいです。こういう場合いっつも思うんですが、どうすれば一番ダイレクトに応援出来るんですかね。ライブに行くのが一番ですかね。</p>

<p>http://ameblo.jp/matsuoka-45/entry-10078988990.html</p>",NULL,"fad766ec-9c9e-4292-b44d-cae987555b14","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-13 18:26:23",NULL,"2008-03-13 18:26:23","2019-05-31 23:51:37"
1388,"Soïa & Kyo","<p>なんかブクマし忘れた頃にまた見たくなったサイト。今度は忘れないようにポスト。画像引っ張ってくるまでが重いですが、幻想的なイメージのナビゲーションが素晴らしいネ！</p>

<p>http://www.soiakyo.com/</p>","","so_a_amp_kyo","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-14 10:30:47",NULL,"2008-03-14 10:30:47","2019-05-31 23:51:37"
1390,"チベットがえらいことになっている - タケルンバ卿日記","<blockquote>どうも中国がキナ臭いことになってきましたな。直接の関係はないものの、ビョークのチベット連呼以来、どうもキナ臭い。</blockquote><p>さらに大々的に血が流れるようなことになるのか、そして北京オリンピックは一体どうなるのか。いつの間にか、中国〜チベット問題に対する、不明瞭な報道規制も解け、本当の緊迫状態の中で色々な事が明るみになって欲しいと思います。</p>

<p>http://d.hatena.ne.jp/takerunba/20080315/p2</p>","","f451f06f-728c-4c1c-bd56-b8902a392f73","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-14 20:07:15",NULL,"2008-03-14 20:07:15","2019-05-31 23:51:37"
1391,"MOVIE:ノーカントリー","<p>本日公開のコーエン兄弟の新作『ノーカントリー』を見てきました。2008年アカデミー賞で、作品賞、監督賞、脚色賞、助演男優賞（ハビエル・バルデム）、4部門受賞した本作。1980年代のテキサスを舞台に、麻薬密売の金を手にしてしまった男と、刺客として差向けられた殺し屋の男、それを追う保安官。</p>

<p>ハビエル・バルデム演じる殺し屋の異常者ぶりが、恐ろしかった。さすが、アカデミー取っただけの事はある。その異常者をオカッパという髪型で記号化したコーエン兄弟に拍手です。</p>

<p>この映画は、「舞台が1980年代。」
<br />というのが、一番のポイントだと思います。</p>

<p>2008年の今、
<br />人間の狂気とは。虚無とは。</p>

<p>■公式サイト
<br />http://www.nocountry.jp/</p>

<p>■予告編（日本版）
<br />http://www.youtube.com/watch?v=0aadPJPQbtw</p>

<p>■予告（海外版）←コッチのほうが好み
<br />http://jp.youtube.com/watch?v=YBqmKSAHc6w</p>",NULL,"movie-872318f1-4c03-49f1-b608-15719b8cac21","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-15 14:15:08",NULL,"2008-03-15 14:15:08","2019-05-31 23:51:37"
1394,"YouTube - 久米宏のTVスクランブル","<p>久米宏のTVスクランブルにて、横山やすしが最初っから最後まで暴走し続けている貴重な映像。KYみたいなバズワードをうっちゃる凄まじいマイペースっぷりに、当時のテレビバラエティの奔放さと、やすしの没落の一端を見ますが、とりあえずこの動画は面白いね。やっさん、滅茶苦茶。</p>

<p>http://jp.youtube.com/watch?v=Ur8554rdByk&amp;feature=related</p>",NULL,"youtube_tv","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-16 19:47:53",NULL,"2008-03-16 19:47:53","2019-05-31 23:51:37"
1397,"Cassette - Archives - Break’n Locks","<p>こういう家に住みたい。おそらく店ですが。
<br />（まぁ、Cassetteで検索してたどり着いたわけですが）</p>

<p>最近、インテリアというか家に興味があるので気に入った写真見つけたらクリップしていこうと思います。</p>

<p>http://www.houseofcassette.com/lifestyle/2008/03/13/breakn-locks/</p>",NULL,"cassette_archives_break_n_locks","archive","published",3,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-17 08:20:36",NULL,"2008-03-17 08:20:36","2019-05-31 23:51:37"
1401,"誤解を招く記事 - LAMPセキュリティを強化する4つの方法","<p>LAMPで構築されたサイトにおけるセキュリティの話。根拠の薄いPHP叩きに対する反論。言語を換えただけセキュアになるわけではないっていうのは当たり前の話で、「mixiは未だにPerlを使っているのでダメ」とのたまった、あの与太話に似た側面のある話題です。</p>

<p>http://blog.ohgaki.net/lamp-4</p>",NULL,"lamp_4","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-17 10:23:20",NULL,"2008-03-17 10:23:20","2019-05-31 23:51:37"
1405,"はてブの注目の動画が急速に劣化した件について - こころ世代のテンノーゲーム","<p>同感。はてブの反応を見ると、「劣化と決め付けるのはいかがなものか」というものも散見できるんですが、現状（2008年3月現在）は劣化していると思う。というか、ニコニコ?はてブユーザーの母集団ってのが如何に偏った存在なのか、凄くはっきりした。別に不快ではないけど、単に観なくなった。</p>

<p>個人がオモロいもんを見つけるためのツールなんだから、そこは主観で「面白くなくなった＝劣化」と言い切ることに、なんらおかしな点は無いと思う。実際、凄く有用になったという人もいるだろうし。残念ながら、俺には使えないリストになってしまいました。</p>

<p>http://d.hatena.ne.jp/umeten/20080317/p1</p>",NULL,"9fb1285c-dc96-4c86-9ea8-3b21097eef6f","archive","published",2,NULL,NULL,NULL,NULL,NULL,NULL,"2008-03-17 19:48:07",NULL,"2008-03-17 19:48:07","2019-05-31 23:51:37"
